"";"CO_MUNICIPIO";"Finais";"Iniciais";"Cod_Municio";"total";"Instituição";"UF";"Populacao";"Coluna";"Conta";"Valor";"gasto_aluno"
"3075";"3502002";197;277;"3502002";474;"Prefeitura Municipal de Analândia - SP";"SP";4789;"Despesas Empenhadas";"12 - Educação";8863005,04;18698,3228691983
"3076";"3502101";77;2686;"3502101";2763;"Prefeitura Municipal de Andradina - SP";"SP";57300;"Despesas Empenhadas";"12 - Educação";44070462,81;15950,2217915309
"3077";"3502200";1042;1431;"3502200";2473;"Prefeitura Municipal de Angatuba - SP";"SP";24400;"Despesas Empenhadas";"12 - Educação";27375079,58;11069,5833319854
"3078";"3502309";392;481;"3502309";873;"Prefeitura Municipal de Anhembi - SP";"SP";6484;"Despesas Empenhadas";"12 - Educação";11127166,3;12745,8949599084
"3079";"3502507";1803;2238;"3502507";4041;"Prefeitura Municipal de Aparecida - SP";"SP";36248;"Despesas Empenhadas";"12 - Educação";45969095,66;11375,6732640436
"3080";"3502606";NA;240;"3502606";NA;"Prefeitura Municipal de Aparecida d'Oeste - SP";"SP";4362;"Despesas Empenhadas";"12 - Educação";4293077,59;NA
"3081";"3502705";120;1045;"3502705";1165;"Prefeitura Municipal de Apiaí - SP";"SP";24945;"Despesas Empenhadas";"12 - Educação";22577639,8;19379,9483261803
"3082";"3502754";1200;1625;"3502754";2825;"Prefeitura Municipal de Araçariguama - SP";"SP";20581;"Despesas Empenhadas";"12 - Educação";38796171,45;13733,1580353982
"3083";"3502804";87;8220;"3502804";8307;"Prefeitura Municipal de Araçatuba - SP";"SP";193828;"Despesas Empenhadas";"12 - Educação";142584722,36;17164,4062068135
"3084";"3502903";1557;2169;"3502903";3726;"Prefeitura Municipal de Araçoiaba da Serra - SP";"SP";31915;"Despesas Empenhadas";"12 - Educação";40579712,43;10890,958784219
"3085";"3503000";NA;347;"3503000";NA;"Prefeitura Municipal de Aramina - SP";"SP";5519;"Despesas Empenhadas";"12 - Educação";3694962,83;NA
"3086";"3503109";NA;432;"3503109";NA;"Prefeitura Municipal de Arandu - SP";"SP";6360;"Despesas Empenhadas";"12 - Educação";6243032,55;NA
"3087";"3503158";169;195;"3503158";364;"Prefeitura Municipal de Arapeí - SP";"SP";2516;"Despesas Empenhadas";"12 - Educação";4098067;11258,4258241758
"3088";"3503208";2618;4688;"3503208";7306;"Prefeitura Municipal de Araraquara - SP";"SP";228664;"Despesas Empenhadas";"12 - Educação";203306274,56;27827,3028415001
"3089";"3503307";1556;4054;"3503307";5610;"Prefeitura Municipal de Araras - SP";"SP";130102;"Despesas Empenhadas";"12 - Educação";110982386,71;19782,9566327986
"3090";"3503356";NA;96;"3503356";NA;"Prefeitura Municipal de Arco-Íris - SP";"SP";1873;"Despesas Empenhadas";"12 - Educação";2948340,5;NA
"3091";"3503406";NA;483;"3503406";NA;"Prefeitura Municipal de Arealva - SP";"SP";8402;"Despesas Empenhadas";"12 - Educação";9018281,11;NA
"3092";"3503505";252;266;"3503505";518;"Prefeitura Municipal de Areias - SP";"SP";3879;"Despesas Empenhadas";"12 - Educação";5482536,09;10584,0465057915
"3093";"3503604";695;764;"3503604";1459;"Prefeitura Municipal de Areiópolis - SP";"SP";11078;"Despesas Empenhadas";"12 - Educação";11320435,73;7759,03751199452
"3094";"3503703";NA;521;"3503703";NA;"Prefeitura Municipal de Ariranha - SP";"SP";9365;"Despesas Empenhadas";"12 - Educação";10677869,86;NA
"3095";"3503802";NA;3239;"3503802";NA;"Prefeitura Municipal de Artur Nogueira - SP";"SP";51126;"Despesas Empenhadas";"12 - Educação";41041497,52;NA
"3096";"3503901";148;5642;"3503901";5790;"Prefeitura Municipal de Arujá - SP";"SP";85199;"Despesas Empenhadas";"12 - Educação";94899540,43;16390,2487789292
"3097";"3503950";NA;34;"3503950";NA;"Prefeitura Municipal de Aspásia - SP";"SP";1842;"Despesas Empenhadas";"12 - Educação";2698225,76;NA
"3098";"3504008";NA;5074;"3504008";NA;"Prefeitura Municipal de Assis - SP";"SP";102268;"Despesas Empenhadas";"12 - Educação";100340358,4;NA
"3099";"3504107";349;7864;"3504107";8213;"Prefeitura Municipal de Atibaia - SP";"SP";138449;"Despesas Empenhadas";"12 - Educação";143418727,56;17462,4044271277
"3100";"3504206";NA;602;"3504206";NA;"Prefeitura Municipal de Auriflama - SP";"SP";15024;"Despesas Empenhadas";"12 - Educação";11251713,53;NA
"3101";"3504305";NA;278;"3504305";NA;"Prefeitura Municipal de Avaí - SP";"SP";5306;"Despesas Empenhadas";"12 - Educação";4795948,29;NA
"3102";"3504404";NA;732;"3504404";NA;"Prefeitura Municipal de Avanhandava - SP";"SP";12918;"Despesas Empenhadas";"12 - Educação";10604284,31;NA
"3103";"3504503";79;4812;"3504503";4891;"Prefeitura Municipal de Avaré - SP";"SP";88938;"Despesas Empenhadas";"12 - Educação";91403961,72;18688,1949948886
"3104";"3504602";385;1055;"3504602";1440;"Prefeitura Municipal de Bady Bassitt - SP";"SP";16843;"Despesas Empenhadas";"12 - Educação";18060802,91;12542,2242430556
"3105";"3504701";NA;86;"3504701";NA;"Prefeitura Municipal de Balbinos - SP";"SP";5006;"Despesas Empenhadas";"12 - Educação";2046793,75;NA
"3106";"3504800";NA;470;"3504800";NA;"Prefeitura Municipal de Bálsamo - SP";"SP";8841;"Despesas Empenhadas";"12 - Educação";7692509,6;NA
"3107";"3505005";NA;226;"3505005";NA;"Prefeitura Municipal de Barão de Antonina - SP";"SP";3380;"Despesas Empenhadas";"12 - Educação";3421290,38;NA
"3108";"3505104";NA;473;"3505104";NA;"Prefeitura Municipal de Barbosa - SP";"SP";7190;"Despesas Empenhadas";"12 - Educação";6997551,05;NA
"3109";"3505203";841;1624;"3505203";2465;"Prefeitura Municipal de Bariri - SP";"SP";34328;"Despesas Empenhadas";"12 - Educação";38404579,33;15579,9510466531
"3110";"3505302";NA;1404;"3505302";NA;"Prefeitura Municipal de Barra Bonita - SP";"SP";36326;"Despesas Empenhadas";"12 - Educação";30179120,1;NA
"3111";"3505351";128;299;"3505351";427;"Prefeitura Municipal de Barra do Chapéu - SP";"SP";5619;"Despesas Empenhadas";"12 - Educação";7769115,73;18194,6504215457
"3112";"3505401";112;564;"3505401";676;"Prefeitura Municipal de Barra do Turvo - SP";"SP";7804;"Despesas Empenhadas";"12 - Educação";9789172,65;14481,0246301775
"3113";"3505500";809;6083;"3505500";6892;"Prefeitura Municipal de Barretos - SP";"SP";119948;"Despesas Empenhadas";"12 - Educação";107178887,43;15551,2024709808
"3114";"3505609";1725;2478;"3505609";4203;"Prefeitura Municipal de Barrinha - SP";"SP";31921;"Despesas Empenhadas";"12 - Educação";34621860,54;8237,41625981442
"3115";"3505708";22189;25802;"3505708";47991;"Prefeitura Municipal de Barueri - SP";"SP";264935;"Despesas Empenhadas";"12 - Educação";870780027,92;18144,6527040487
"3116";"3505807";NA;256;"3505807";NA;"Prefeitura Municipal de Bastos - SP";"SP";21070;"Despesas Empenhadas";"12 - Educação";15833879,13;NA
"3117";"3505906";388;2083;"3505906";2471;"Prefeitura Municipal de Batatais - SP";"SP";61040;"Despesas Empenhadas";"12 - Educação";39940101,13;16163,5374868474
"3118";"3506003";1354;6931;"3506003";8285;"Prefeitura Municipal de Bauru - SP";"SP";369368;"Despesas Empenhadas";"12 - Educação";199339741,58;24060,3188388654
"3119";"3506102";83;3501;"3506102";3584;"Prefeitura Municipal de Bebedouro - SP";"SP";77695;"Despesas Empenhadas";"12 - Educação";63720888,34;17779,2657198661
"3120";"3506201";NA;170;"3506201";NA;"Prefeitura Municipal de Bento de Abreu - SP";"SP";2902;"Despesas Empenhadas";"12 - Educação";3520533,49;NA
"3121";"3506300";NA;656;"3506300";NA;"Prefeitura Municipal de Bernardino de Campos - SP";"SP";11169;"Despesas Empenhadas";"12 - Educação";10413405,8;NA
"3122";"3506359";52;4752;"3506359";4804;"Prefeitura Municipal de Bertioga - SP";"SP";57942;"Despesas Empenhadas";"12 - Educação";94814366,08;19736,5458118235
"3123";"3506409";NA;370;"3506409";NA;"Prefeitura Municipal de Bilac - SP";"SP";7761;"Despesas Empenhadas";"12 - Educação";6526573,78;NA
"3124";"3506508";NA;6060;"3506508";NA;"Prefeitura Municipal de Birigui - SP";"SP";119536;"Despesas Empenhadas";"12 - Educação";97190297,92;NA
"3125";"3506607";NA;1986;"3506607";NA;"Prefeitura Municipal de Biritiba-Mirim - SP";"SP";31479;"Despesas Empenhadas";"12 - Educação";27718856,77;NA
"3126";"3506706";718;808;"3506706";1526;"Prefeitura Municipal de Boa Esperança do Sul - SP";"SP";14638;"Despesas Empenhadas";"12 - Educação";18941221,16;12412,3336566186
"3127";"3506805";7;726;"3506805";733;"Prefeitura Municipal de Bocaina - SP";"SP";11926;"Despesas Empenhadas";"12 - Educação";11894814,13;16227,5772578445
"3128";"3506904";509;747;"3506904";1256;"Prefeitura Municipal de Bofete - SP";"SP";11059;"Despesas Empenhadas";"12 - Educação";12685506,36;10099,9254458599
"3129";"3507001";2535;3537;"3507001";6072;"Prefeitura Municipal de Boituva - SP";"SP";56830;"Despesas Empenhadas";"12 - Educação";82161843,32;13531,2653689065
"3130";"3507100";NA;1582;"3507100";NA;"Prefeitura Municipal de Bom Jesus dos Perdões - SP";"SP";23530;"Despesas Empenhadas";"12 - Educação";20558678,82;NA
"3131";"3507159";NA;340;"3507159";NA;"Prefeitura Municipal de Bom Sucesso de Itararé - SP";"SP";3860;"Despesas Empenhadas";"12 - Educação";5132235,26;NA
"3132";"3507209";NA;80;"3507209";NA;"Prefeitura Municipal de Borá - SP";"SP";838;"Despesas Empenhadas";"12 - Educação";2069134,86;NA
"3133";"3507308";NA;329;"3507308";NA;"Prefeitura Municipal de Boracéia - SP";"SP";4675;"Despesas Empenhadas";"12 - Educação";5234803,75;NA
"3134";"3507407";NA;141;"3507407";NA;"Prefeitura Municipal de Borborema - SP";"SP";15681;"Despesas Empenhadas";"12 - Educação";11789808,65;NA
"3135";"3507456";187;205;"3507456";392;"Prefeitura Municipal de Borebi - SP";"SP";2548;"Despesas Empenhadas";"12 - Educação";4629009,25;11808,6970663265
"3136";"3507506";1806;6472;"3507506";8278;"Prefeitura Municipal de Botucatu - SP";"SP";141032;"Despesas Empenhadas";"12 - Educação";101035805,53;12205,3401220101
"3137";"3507605";622;8267;"3507605";8889;"Prefeitura Municipal de Bragança Paulista - SP";"SP";162435;"Despesas Empenhadas";"12 - Educação";150074247,93;16883,1418528518
"3138";"3507704";NA;334;"3507704";NA;"Prefeitura Municipal de Braúna - SP";"SP";5506;"Despesas Empenhadas";"12 - Educação";5230937,2;NA
"3139";"3507753";NA;187;"3507753";NA;"Prefeitura Municipal de Brejo Alegre - SP";"SP";2790;"Despesas Empenhadas";"12 - Educação";4439304,33;NA
"3140";"3507803";962;1453;"3507803";2415;"Prefeitura Municipal de Brodowski - SP";"SP";23780;"Despesas Empenhadas";"12 - Educação";25229799,51;10447,1219503106
"3141";"3507902";358;1115;"3507902";1473;"Prefeitura Municipal de Brotas - SP";"SP";23641;"Despesas Empenhadas";"12 - Educação";25450379,62;17277,9223489477
"3142";"3508009";1439;1553;"3508009";2992;"Prefeitura Municipal de Buri - SP";"SP";19655;"Despesas Empenhadas";"12 - Educação";24648218,7;8238,04100935829
"3143";"3508108";NA;986;"3508108";NA;"Prefeitura Municipal de Buritama - SP";"SP";16841;"Despesas Empenhadas";"12 - Educação";15093672,59;NA
"3144";"3508207";216;311;"3508207";527;"Prefeitura Municipal de Buritizal - SP";"SP";4377;"Despesas Empenhadas";"12 - Educação";8963941,38;17009,3764326376
"3145";"3508306";NA;283;"3508306";NA;"Prefeitura Municipal de Cabrália Paulista - SP";"SP";4371;"Despesas Empenhadas";"12 - Educação";4647393,8;NA
"3146";"3508405";NA;3713;"3508405";NA;"Prefeitura Municipal de Cabreúva - SP";"SP";47210;"Despesas Empenhadas";"12 - Educação";64899279,29;NA
"3147";"3508504";755;4803;"3508504";5558;"Prefeitura Municipal de Caçapava - SP";"SP";91883;"Despesas Empenhadas";"12 - Educação";71007236,5;12775,6812702411
"3148";"3508603";275;1555;"3508603";1830;"Prefeitura Municipal de Cachoeira Paulista - SP";"SP";32536;"Despesas Empenhadas";"12 - Educação";31621516,1;17279,5169945355
"3149";"3508702";42;918;"3508702";960;"Prefeitura Municipal de Caconde - SP";"SP";19001;"Despesas Empenhadas";"12 - Educação";14966062,26;15589,6481875
"3150";"3508801";NA;902;"3508801";NA;"Prefeitura Municipal de Cafelândia - SP";"SP";17573;"Despesas Empenhadas";"12 - Educação";15864542,14;NA
"3151";"3508900";43;231;"3508900";274;"Prefeitura Municipal de Caiabu - SP";"SP";4208;"Despesas Empenhadas";"12 - Educação";4866366,44;17760,461459854
"3152";"3509007";NA;5713;"3509007";NA;"Prefeitura Municipal de Caieiras - SP";"SP";97016;"Despesas Empenhadas";"12 - Educação";87549007,97;NA
"3153";"3509106";7;270;"3509106";277;"Prefeitura Municipal de Caiuá - SP";"SP";5628;"Despesas Empenhadas";"12 - Educação";7172494,26;25893,4810830325
"3154";"3509205";3494;5224;"3509205";8718;"Prefeitura Municipal de Cajamar - SP";"SP";72875;"Despesas Empenhadas";"12 - Educação";113429649,17;13010,9714579032
"3155";"3509254";17;2195;"3509254";2212;"Prefeitura Municipal de Cajati - SP";"SP";28916;"Despesas Empenhadas";"12 - Educação";31339360,85;14167,8846518987
"3156";"3509304";466;547;"3509304";1013;"Prefeitura Municipal de Cajobi - SP";"SP";10393;"Despesas Empenhadas";"12 - Educação";10167259,28;10036,7811253702
"3157";"3509403";303;1521;"3509403";1824;"Prefeitura Municipal de Cajuru - SP";"SP";25445;"Despesas Empenhadas";"12 - Educação";20361313,96;11163,0010745614
"3158";"3509452";415;402;"3509452";817;"Prefeitura Municipal de Campina do Monte Alegre - SP";"SP";5932;"Despesas Empenhadas";"12 - Educação";8236863,9;10081,8407588739
"3159";"3509502";7489;10946;"3509502";18435;"Prefeitura Municipal de Campinas - SP";"SP";1173370;"Despesas Empenhadas";"12 - Educação";930116496,07;50453,837595335
"3160";"3509601";1867;5578;"3509601";7445;"Prefeitura Municipal de Campo Limpo Paulista - SP";"SP";81693;"Despesas Empenhadas";"12 - Educação";77706328,09;10437,3845654802
"3161";"3509700";2670;3328;"3509700";5998;"Prefeitura Municipal de Campos do Jordão - SP";"SP";51157;"Despesas Empenhadas";"12 - Educação";68504783,1;11421,2709403134
"3162";"3509809";NA;324;"3509809";NA;"Prefeitura Municipal de Campos Novos Paulista - SP";"SP";4870;"Despesas Empenhadas";"12 - Educação";5673166;NA
"3163";"3509908";80;864;"3509908";944;"Prefeitura Municipal de Cananéia - SP";"SP";12606;"Despesas Empenhadas";"12 - Educação";12702459,31;13455,9950317797
"3164";"3509957";281;410;"3509957";691;"Prefeitura Municipal de Canas - SP";"SP";4914;"Despesas Empenhadas";"12 - Educação";7165735,01;10370,094081042
"3165";"3510005";26;1165;"3510005";1191;"Prefeitura Municipal de Cândido Mota - SP";"SP";31198;"Despesas Empenhadas";"12 - Educação";21884414,47;18374,8232325777
"3166";"3510104";131;138;"3510104";269;"Prefeitura Municipal de Cândido Rodrigues - SP";"SP";2786;"Despesas Empenhadas";"12 - Educação";4086204,16;15190,3500371747
"3167";"3510153";324;398;"3510153";722;"Prefeitura Municipal de Canitar - SP";"SP";4956;"Despesas Empenhadas";"12 - Educação";6817668,94;9442,75476454294
"3168";"3510203";1855;2923;"3510203";4778;"Prefeitura Municipal de Capão Bonito - SP";"SP";47475;"Despesas Empenhadas";"12 - Educação";50198297,07;10506,1316596902
"3169";"3510302";1157;1436;"3510302";2593;"Prefeitura Municipal de Capela do Alto - SP";"SP";19747;"Despesas Empenhadas";"12 - Educação";27047494,83;10430,9659969148
"3170";"3510401";1111;3459;"3510401";4570;"Prefeitura Municipal de Capivari - SP";"SP";53731;"Despesas Empenhadas";"12 - Educação";56221831,52;12302,3701356674
"3171";"3510500";4351;8011;"3510500";12362;"Prefeitura Municipal de Caraguatatuba - SP";"SP";115071;"Despesas Empenhadas";"12 - Educação";199300527,51;16122,029405436
"3172";"3510609";NA;5358;"3510609";NA;"Prefeitura Municipal de Carapicuíba - SP";"SP";394465;"Despesas Empenhadas";"12 - Educação";125857457,26;NA
"3173";"3510708";278;603;"3510708";881;"Prefeitura Municipal de Cardoso - SP";"SP";12328;"Despesas Empenhadas";"12 - Educação";10095386,99;11459,0090692395
"3174";"3510807";NA;518;"3510807";NA;"Prefeitura Municipal de Casa Branca - SP";"SP";30012;"Despesas Empenhadas";"12 - Educação";26542936,12;NA
"3175";"3510906";164;197;"3510906";361;"Prefeitura Municipal de Cássia dos Coqueiros - SP";"SP";2607;"Despesas Empenhadas";"12 - Educação";5514780,82;15276,4011634349
"3176";"3511003";114;1390;"3511003";1504;"Prefeitura Municipal de Castilho - SP";"SP";20120;"Despesas Empenhadas";"12 - Educação";25210109,37;16762,0408045213
"3177";"3511102";1409;4769;"3511102";6178;"Prefeitura Municipal de Catanduva - SP";"SP";120092;"Despesas Empenhadas";"12 - Educação";102927357,38;16660,3038815151
"3178";"3511201";11;464;"3511201";475;"Prefeitura Municipal de Catiguá - SP";"SP";7652;"Despesas Empenhadas";"12 - Educação";6194998,54;13042,1021894737
"3179";"3511300";475;575;"3511300";1050;"Prefeitura Municipal de Cedral - SP";"SP";8870;"Despesas Empenhadas";"12 - Educação";12170701,73;11591,1445047619
"3180";"3511409";NA;1289;"3511409";NA;"Prefeitura Municipal de Cerqueira César - SP";"SP";19304;"Despesas Empenhadas";"12 - Educação";18607113,33;NA
"3181";"3511508";1867;2341;"3511508";4208;"Prefeitura Municipal de Cerquilho - SP";"SP";45947;"Despesas Empenhadas";"12 - Educação";47345187,32;11251,2327281369
"3182";"3511607";1069;1411;"3511607";2480;"Prefeitura Municipal de Cesário Lange - SP";"SP";17378;"Despesas Empenhadas";"12 - Educação";21792079,29;8787,12874596774
"3183";"3511706";488;1068;"3511706";1556;"Prefeitura Municipal de Charqueada - SP";"SP";16608;"Despesas Empenhadas";"12 - Educação";17118770,62;11001,7806041131
"3184";"3511904";NA;589;"3511904";NA;"Prefeitura Municipal de Clementina - SP";"SP";8254;"Despesas Empenhadas";"12 - Educação";8723144,32;NA
"3185";"3512001";915;1024;"3512001";1939;"Prefeitura Municipal de Colina - SP";"SP";18311;"Despesas Empenhadas";"12 - Educação";24898153,72;12840,7187828778
"3186";"3512100";473;473;"3512100";946;"Prefeitura Municipal de Colômbia - SP";"SP";6218;"Despesas Empenhadas";"12 - Educação";12580769,17;13298,9103276956
"3187";"3512209";130;2059;"3512209";2189;"Prefeitura Municipal de Conchal - SP";"SP";27345;"Despesas Empenhadas";"12 - Educação";28271006,5;12915,0326633166
"3188";"3512308";724;677;"3512308";1401;"Prefeitura Municipal de Conchas - SP";"SP";17523;"Despesas Empenhadas";"12 - Educação";20698047,99;14773,7673019272
"3189";"3512407";NA;1634;"3512407";NA;"Prefeitura Municipal de Cordeirópolis - SP";"SP";23517;"Despesas Empenhadas";"12 - Educação";41047575,05;NA
"3190";"3512506";NA;314;"3512506";NA;"Prefeitura Municipal de Coroados - SP";"SP";5820;"Despesas Empenhadas";"12 - Educação";5788634,31;NA
"3191";"3512605";NA;314;"3512605";NA;"Prefeitura Municipal de Coronel Macedo - SP";"SP";4881;"Despesas Empenhadas";"12 - Educação";4327735,6;NA
"3192";"3512704";228;318;"3512704";546;"Prefeitura Municipal de Corumbataí - SP";"SP";4045;"Despesas Empenhadas";"12 - Educação";7526563,04;13784,913992674
"3193";"3512803";2114;4057;"3512803";6171;"Prefeitura Municipal de Cosmópolis - SP";"SP";67960;"Despesas Empenhadas";"12 - Educação";62456003,25;10120,8885512883
"3194";"3512902";213;438;"3512902";651;"Prefeitura Municipal de Cosmorama - SP";"SP";7374;"Despesas Empenhadas";"12 - Educação";8986838,3;13804,6671274962
"3195";"3513009";2427;16523;"3513009";18950;"Prefeitura Municipal de Cotia - SP";"SP";233696;"Despesas Empenhadas";"12 - Educação";256792716,11;13551,0668131926
"3196";"3513108";395;2067;"3513108";2462;"Prefeitura Municipal de Cravinhos - SP";"SP";34384;"Despesas Empenhadas";"12 - Educação";31176100,73;12662,9166246954
"3197";"3513207";462;615;"3513207";1077;"Prefeitura Municipal de Cristais Paulista - SP";"SP";8343;"Despesas Empenhadas";"12 - Educação";11924006,4;11071,5008356546
"3198";"3513306";NA;18;"3513306";NA;"Prefeitura Municipal de Cruzália - SP";"SP";2185;"Despesas Empenhadas";"12 - Educação";2796497,92;NA
"3199";"3513405";1447;3467;"3513405";4914;"Prefeitura Municipal de Cruzeiro - SP";"SP";81406;"Despesas Empenhadas";"12 - Educação";59722643,11;12153,570026455
"3200";"3513504";3810;6355;"3513504";10165;"Prefeitura Municipal de Cubatão - SP";"SP";127887;"Despesas Empenhadas";"12 - Educação";192508434,99;18938,3605499262
"3201";"3513603";311;658;"3513603";969;"Prefeitura Municipal de Cunha - SP";"SP";22007;"Despesas Empenhadas";"12 - Educação";21471425,09;22158,3334262126
"3202";"3513702";1200;1522;"3513702";2722;"Prefeitura Municipal de Descalvado - SP";"SP";33165;"Despesas Empenhadas";"12 - Educação";32145210,22;11809,4086039677
"3203";"3513801";31;13161;"3513801";13192;"Prefeitura Municipal de Diadema - SP";"SP";415180;"Despesas Empenhadas";"12 - Educação";256395209,38;19435,658685567
"3204";"3513850";NA;25;"3513850";NA;"Prefeitura Municipal de Dirce Reis - SP";"SP";1785;"Despesas Empenhadas";"12 - Educação";2855060,84;NA
"3205";"3513900";339;542;"3513900";881;"Prefeitura Municipal de Divinolândia - SP";"SP";11437;"Despesas Empenhadas";"12 - Educação";8184238,46;9289,71448354143
"3206";"3514007";NA;111;"3514007";NA;"Prefeitura Municipal de Dobrada - SP";"SP";8669;"Despesas Empenhadas";"12 - Educação";6395042,22;NA
"3207";"3514106";463;1709;"3514106";2172;"Prefeitura Municipal de Dois Córregos - SP";"SP";26706;"Despesas Empenhadas";"12 - Educação";23758605,28;10938,5843830571
"3208";"3514205";NA;126;"3514205";NA;"Prefeitura Municipal de Dolcinópolis - SP";"SP";2136;"Despesas Empenhadas";"12 - Educação";2722956,39;NA
"3209";"3514304";230;495;"3514304";725;"Prefeitura Municipal de Dourado - SP";"SP";8903;"Despesas Empenhadas";"12 - Educação";9176219,42;12656,8543724138
"3210";"3514403";90;2089;"3514403";2179;"Prefeitura Municipal de Dracena - SP";"SP";46324;"Despesas Empenhadas";"12 - Educação";40467728,45;18571,6973152822
"3211";"3514502";NA;698;"3514502";NA;"Prefeitura Municipal de Duartina - SP";"SP";12558;"Despesas Empenhadas";"12 - Educação";11064373,21;NA
"3212";"3514601";455;619;"3514601";1074;"Prefeitura Municipal de Dumont - SP";"SP";9325;"Despesas Empenhadas";"12 - Educação";10680269,91;9944,38539106145
"3213";"3514700";NA;430;"3514700";NA;"Prefeitura Municipal de Echaporã - SP";"SP";6281;"Despesas Empenhadas";"12 - Educação";7712663,86;NA
"3214";"3514809";174;1073;"3514809";1247;"Prefeitura Municipal de Eldorado - SP";"SP";15388;"Despesas Empenhadas";"12 - Educação";16593866,17;13307,0298075381
"3215";"3514908";969;1221;"3514908";2190;"Prefeitura Municipal de Elias Fausto - SP";"SP";17241;"Despesas Empenhadas";"12 - Educação";21030610,81;9603,0186347032
"3216";"3514924";149;199;"3514924";348;"Prefeitura Municipal de Elisiário - SP";"SP";3537;"Despesas Empenhadas";"12 - Educação";4429792,35;12729,288362069
"3217";"3514957";NA;121;"3514957";NA;"Prefeitura Municipal de Embaúba - SP";"SP";2479;"Despesas Empenhadas";"12 - Educação";3288163,9;NA
"3218";"3515004";1100;12258;"3515004";13358;"Prefeitura Municipal de Embu das Artes - SP";"SP";264448;"Despesas Empenhadas";"12 - Educação";190942989,39;14294,2797866447
"3219";"3515103";472;1863;"3515103";2335;"Prefeitura Municipal de Embu-Guaçu - SP";"SP";67788;"Despesas Empenhadas";"12 - Educação";47338331,82;20273,3755117773
"3220";"3515129";131;162;"3515129";293;"Prefeitura Municipal de Emilianópolis - SP";"SP";3186;"Despesas Empenhadas";"12 - Educação";4049290,02;13820,1024573379
"3221";"3515152";NA;1219;"3515152";NA;"Prefeitura Municipal de Engenheiro Coelho - SP";"SP";19059;"Despesas Empenhadas";"12 - Educação";17631208,26;NA
"3222";"3515186";NA;1135;"3515186";NA;"Prefeitura Municipal de Espírito Santo do Pinhal - SP";"SP";44036;"Despesas Empenhadas";"12 - Educação";31840123,83;NA
"3223";"3515194";NA;337;"3515194";NA;"Prefeitura Municipal de Espírito Santo do Turvo - SP";"SP";4668;"Despesas Empenhadas";"12 - Educação";5999126,62;NA
"3224";"3515301";NA;216;"3515301";NA;"Prefeitura Municipal de Estrela do Norte - SP";"SP";2765;"Despesas Empenhadas";"12 - Educação";4328788,35;NA
"3225";"3515350";NA;580;"3515350";NA;"Prefeitura Municipal de Euclides da Cunha Paulista - SP";"SP";9600;"Despesas Empenhadas";"12 - Educação";8493365,17;NA
"3226";"3515400";NA;1014;"3515400";NA;"Prefeitura Municipal de Fartura - SP";"SP";15994;"Despesas Empenhadas";"12 - Educação";14176187,23;NA
"3227";"3515509";119;2964;"3515509";3083;"Prefeitura Municipal de Fernandópolis - SP";"SP";68399;"Despesas Empenhadas";"12 - Educação";42384367,14;13747,7674797275
"3228";"3515608";292;347;"3515608";639;"Prefeitura Municipal de Fernando Prestes - SP";"SP";5771;"Despesas Empenhadas";"12 - Educação";7524657,13;11775,6762597809
"3229";"3515657";NA;112;"3515657";NA;"Prefeitura Municipal de Fernão - SP";"SP";1680;"Despesas Empenhadas";"12 - Educação";3610940,9;NA
"3230";"3515806";81;95;"3515806";176;"Prefeitura Municipal de Flora Rica - SP";"SP";1602;"Despesas Empenhadas";"12 - Educação";2517926,78;14306,4021590909
"3231";"3515905";NA;139;"3515905";NA;"Prefeitura Municipal de Floreal - SP";"SP";2996;"Despesas Empenhadas";"12 - Educação";3082251,87;NA
"3232";"3516002";28;619;"3516002";647;"Prefeitura Municipal de Flórida Paulista - SP";"SP";14282;"Despesas Empenhadas";"12 - Educação";9354890,58;14458,8726120556
"3233";"3516101";NA;37;"3516101";NA;"Prefeitura Municipal de Florínia - SP";"SP";2778;"Despesas Empenhadas";"12 - Educação";3994178,11;NA
"3234";"3516200";NA;12252;"3516200";NA;"Prefeitura Municipal de Franca - SP";"SP";344704;"Despesas Empenhadas";"12 - Educação";258589814,83;NA
"3235";"3516309";NA;13517;"3516309";NA;"Prefeitura Municipal de Francisco Morato - SP";"SP";169942;"Despesas Empenhadas";"12 - Educação";117033505,93;NA
"3236";"3516408";32;8452;"3516408";8484;"Prefeitura Municipal de Franco da Rocha - SP";"SP";147650;"Despesas Empenhadas";"12 - Educação";100963618,12;11900,473611504
"3237";"3516507";NA;155;"3516507";NA;"Prefeitura Municipal de Gabriel Monteiro - SP";"SP";2791;"Despesas Empenhadas";"12 - Educação";3925553,64;NA
"3238";"3516606";NA;364;"3516606";NA;"Prefeitura Municipal de Gália - SP";"SP";6834;"Despesas Empenhadas";"12 - Educação";6610066,88;NA
"3239";"3516705";NA;2301;"3516705";NA;"Prefeitura Municipal de Garça - SP";"SP";44557;"Despesas Empenhadas";"12 - Educação";34262239,19;NA
"3240";"3516804";NA;45;"3516804";NA;"Prefeitura Municipal de Gastão Vidigal - SP";"SP";4634;"Despesas Empenhadas";"12 - Educação";3256246,1;NA
"3241";"3516853";NA;324;"3516853";NA;"Prefeitura Municipal de Gavião Peixoto - SP";"SP";4714;"Despesas Empenhadas";"12 - Educação";10026096,14;NA
"3242";"3516903";378;535;"3516903";913;"Prefeitura Municipal de General Salgado - SP";"SP";10956;"Despesas Empenhadas";"12 - Educação";10525018,03;11527,9496495071
