"";"CO_MUNICIPIO";"Finais";"Iniciais";"Cod_Municio";"total";"Instituição";"UF";"Populacao";"Coluna";"Conta";"Valor";"gasto_aluno"
"1";"1100015";709;1169;"1100015";1878;"Prefeitura Municipal de Alta Floresta D'Oeste - RO";"RO";25506;"Despesas Empenhadas";"12 - Educação";19294795,68;10274,1191054313
"2";"1100023";1990;6846;"1100023";8836;"Prefeitura Municipal de Ariquemes - RO";"RO";105896;"Despesas Empenhadas";"12 - Educação";75486592,14;8543,07289950204
"3";"1100031";NA;596;"1100031";NA;"Prefeitura Municipal de Cabixi - RO";"RO";6289;"Despesas Empenhadas";"12 - Educação";6515250,56;NA
"4";"1100049";1198;3764;"1100049";4962;"Prefeitura Municipal de Cacoal - RO";"RO";87877;"Despesas Empenhadas";"12 - Educação";45666510,58;9203,24679161628
"5";"1100056";NA;1001;"1100056";NA;"Prefeitura Municipal de Cerejeiras - RO";"RO";17959;"Despesas Empenhadas";"12 - Educação";13284439,9;NA
"6";"1100064";336;1273;"1100064";1609;"Prefeitura Municipal de Colorado do Oeste - RO";"RO";18639;"Despesas Empenhadas";"12 - Educação";12801983,49;7956,48445618397
"7";"1100072";172;579;"1100072";751;"Prefeitura Municipal de Corumbiara - RO";"RO";8749;"Despesas Empenhadas";"12 - Educação";8353735,59;11123,4828095872
"8";"1100080";420;1377;"1100080";1797;"Prefeitura Municipal de Costa Marques - RO";"RO";17031;"Despesas Empenhadas";"12 - Educação";13901624,42;7736,01804117974
"9";"1100098";711;1502;"1100098";2213;"Prefeitura Municipal de Espigão D'Oeste - RO";"RO";32712;"Despesas Empenhadas";"12 - Educação";20723438,79;9364,40975598735
"10";"1100106";193;3241;"1100106";3434;"Prefeitura Municipal de Guajará-Mirim - RO";"RO";47048;"Despesas Empenhadas";"12 - Educação";22724278,2;6617,43686662784
"11";"1100114";442;3211;"1100114";3653;"Prefeitura Municipal de Jaru - RO";"RO";55806;"Despesas Empenhadas";"12 - Educação";32559993,95;8913,22035313441
"12";"1100122";677;3855;"1100122";4532;"Prefeitura Municipal de Ji-Paraná - RO";"RO";131560;"Despesas Empenhadas";"12 - Educação";50617703,75;11168,9549315975
"13";"1100130";550;3241;"1100130";3791;"Prefeitura Municipal de Machadinho D'Oeste - RO";"RO";37899;"Despesas Empenhadas";"12 - Educação";32865475,94;8669,34211026114
"14";"1100148";616;1046;"1100148";1662;"Prefeitura Municipal de Nova Brasilândia D'Oeste - RO";"RO";21670;"Despesas Empenhadas";"12 - Educação";14733918,68;8865,17369434416
"15";"1100155";181;2999;"1100155";3180;"Prefeitura Municipal de Ouro Preto do Oeste - RO";"RO";39840;"Despesas Empenhadas";"12 - Educação";26494189,45;8331,5061163522
"16";"1100189";506;2413;"1100189";2919;"Prefeitura Municipal de Pimenta Bueno - RO";"RO";37786;"Despesas Empenhadas";"12 - Educação";27951926,51;9575,85697499144
"17";"1100205";4413;28460;"1100205";32873;"Prefeitura Municipal de Porto Velho - RO";"RO";511219;"Despesas Empenhadas";"12 - Educação";295237374,44;8981,1509275089
"18";"1100254";131;1099;"1100254";1230;"Prefeitura Municipal de Presidente Médici - RO";"RO";22337;"Despesas Empenhadas";"12 - Educação";11761546,48;9562,23291056911
"19";"1100262";86;332;"1100262";418;"Prefeitura Municipal de Rio Crespo - RO";"RO";3790;"Despesas Empenhadas";"12 - Educação";5790268,8;13852,3177033493
"20";"1100288";418;3121;"1100288";3539;"Prefeitura Municipal de Rolim de Moura - RO";"RO";56664;"Despesas Empenhadas";"12 - Educação";33435507,02;9447,72732975417
"21";"1100296";59;615;"1100296";674;"Prefeitura Municipal de Santa Luzia D'Oeste - RO";"RO";8362;"Despesas Empenhadas";"12 - Educação";6618394,42;9819,57629080119
"22";"1100304";1010;6602;"1100304";7612;"Prefeitura Municipal de Vilhena - RO";"RO";93745;"Despesas Empenhadas";"12 - Educação";58807073,99;7725,57461770888
"23";"1100320";693;1855;"1100320";2548;"Prefeitura Municipal de São Miguel do Guaporé - RO";"RO";24059;"Despesas Empenhadas";"12 - Educação";21602718,8;8478,30408163265
"24";"1100338";1134;2116;"1100338";3250;"Prefeitura Municipal de Nova Mamoré - RO";"RO";28891;"Despesas Empenhadas";"12 - Educação";22578922,98;6947,36091692308
"25";"1100346";500;947;"1100346";1447;"Prefeitura Municipal de Alvorada D'Oeste - RO";"RO";16747;"Despesas Empenhadas";"12 - Educação";11717432,06;8097,74157567381
"26";"1100379";739;1067;"1100379";1806;"Prefeitura Municipal de Alto Alegre dos Parecis - RO";"RO";13993;"Despesas Empenhadas";"12 - Educação";14278246,01;7906,00554263566
"27";"1100403";635;1359;"1100403";1994;"Prefeitura Municipal de Alto Paraíso - RO";"RO";20569;"Despesas Empenhadas";"12 - Educação";14780408,21;7412,44142928786
"28";"1100452";818;2957;"1100452";3775;"Prefeitura Municipal de Buritis - RO";"RO";38450;"Despesas Empenhadas";"12 - Educação";21114507,09;5593,24691125828
"29";"1100502";158;566;"1100502";724;"Prefeitura Municipal de Novo Horizonte do Oeste - RO";"RO";10161;"Despesas Empenhadas";"12 - Educação";6249295,17;8631,62316298343
"30";"1100601";111;494;"1100601";605;"Prefeitura Municipal de Cacaulândia - RO";"RO";6460;"Despesas Empenhadas";"12 - Educação";7334305,36;12122,8187768595
"31";"1100700";321;1286;"1100700";1607;"Prefeitura Municipal de Campo Novo de Rondônia - RO";"RO";14354;"Despesas Empenhadas";"12 - Educação";13797457,74;8585,84800248911
"32";"1100908";179;340;"1100908";519;"Prefeitura Municipal de Castanheiras - RO";"RO";3550;"Despesas Empenhadas";"12 - Educação";4993641,7;9621,66030828516
"33";"1100924";329;1001;"1100924";1330;"Prefeitura Municipal de Chupinguaia - RO";"RO";10364;"Despesas Empenhadas";"12 - Educação";12588704,97;9465,19170676692
"34";"1100940";981;1636;"1100940";2617;"Prefeitura Municipal de Cujubim - RO";"RO";21720;"Despesas Empenhadas";"12 - Educação";17296885,25;6609,43265189148
"35";"1101005";437;684;"1101005";1121;"Prefeitura Municipal de Governador Jorge Teixeira - RO";"RO";9745;"Despesas Empenhadas";"12 - Educação";7627997,6;6804,63657448706
"36";"1101104";163;1008;"1101104";1171;"Prefeitura Municipal de Itapuã do Oeste - RO";"RO";10155;"Despesas Empenhadas";"12 - Educação";10768924,64;9196,34896669513
"37";"1101203";328;553;"1101203";881;"Prefeitura Municipal de Ministro Andreazza - RO";"RO";10786;"Despesas Empenhadas";"12 - Educação";7333362,36;8323,90733257662
"38";"1101302";186;785;"1101302";971;"Prefeitura Municipal de Mirante da Serra - RO";"RO";12308;"Despesas Empenhadas";"12 - Educação";7121777,32;7334,47715756952
"39";"1101401";391;1064;"1101401";1455;"Prefeitura Municipal de Monte Negro - RO";"RO";16032;"Despesas Empenhadas";"12 - Educação";12502327,74;8592,66511340206
"40";"1101435";252;646;"1101435";898;"Prefeitura Municipal de Nova União - RO";"RO";7796;"Despesas Empenhadas";"12 - Educação";5417667,68;6033,03750556793
"41";"1101450";199;320;"1101450";519;"Prefeitura Municipal de Parecis - RO";"RO";5802;"Despesas Empenhadas";"12 - Educação";5228487,6;10074,1572254335
"42";"1101468";NA;272;"1101468";NA;"Prefeitura Municipal de Pimenteiras do Oeste - RO";"RO";2417;"Despesas Empenhadas";"12 - Educação";4231043,4;NA
"43";"1101476";NA;362;"1101476";NA;"Prefeitura Municipal de Primavera de Rondônia - RO";"RO";3456;"Despesas Empenhadas";"12 - Educação";4639159,85;NA
"44";"1101484";44;411;"1101484";455;"Prefeitura Municipal de São Felipe D'Oeste - RO";"RO";6048;"Despesas Empenhadas";"12 - Educação";6029418,15;13251,4684615385
"45";"1101492";774;1468;"1101492";2242;"Prefeitura Municipal de São Francisco do Guaporé - RO";"RO";19694;"Despesas Empenhadas";"12 - Educação";16504600,32;7361,55232827832
"46";"1101500";336;1044;"1101500";1380;"Prefeitura Municipal de Seringueiras - RO";"RO";12617;"Despesas Empenhadas";"12 - Educação";11951272,07;8660,34207971014
"47";"1101559";210;414;"1101559";624;"Prefeitura Municipal de Teixeirópolis - RO";"RO";4966;"Despesas Empenhadas";"12 - Educação";5725484,08;9175,45525641026
"48";"1101609";588;590;"1101609";1178;"Prefeitura Municipal de Theobroma - RO";"RO";11350;"Despesas Empenhadas";"12 - Educação";12052149,1;10231,0264006791
"49";"1101708";607;1046;"1101708";1653;"Prefeitura Municipal de Urupá - RO";"RO";13198;"Despesas Empenhadas";"12 - Educação";11810974,73;7145,17527525711
"50";"1101757";437;773;"1101757";1210;"Prefeitura Municipal de Vale do Anari - RO";"RO";10999;"Despesas Empenhadas";"12 - Educação";8770558,93;7248,39580991736
"51";"1101807";389;599;"1101807";988;"Prefeitura Municipal de Vale do Paraíso - RO";"RO";8138;"Despesas Empenhadas";"12 - Educação";6783964,29;6866,36061740891
"52";"1200013";261;1205;"1200013";1466;"Prefeitura Municipal de Acrelândia - AC";"AC";14120;"Despesas Empenhadas";"12 - Educação";11304878,1;7711,37660300136
"53";"1200054";445;644;"1200054";1089;"Prefeitura Municipal de Assis Brasil - AC";"AC";6863;"Despesas Empenhadas";"12 - Educação";6808816,87;6252,35708907254
"54";"1200104";467;1703;"1200104";2170;"Prefeitura Municipal de Brasiléia - AC";"AC";24311;"Despesas Empenhadas";"12 - Educação";16941993,15;7807,37011520737
"55";"1200138";321;873;"1200138";1194;"Prefeitura Municipal de Bujari - AC";"AC";9503;"Despesas Empenhadas";"12 - Educação";8740188,08;7320,09051926298
"56";"1200179";518;1086;"1200179";1604;"Prefeitura Municipal de Capixaba - AC";"AC";10820;"Despesas Empenhadas";"12 - Educação";10532520,05;6566,40900872818
"57";"1200203";3035;3468;"1200203";6503;"Prefeitura Municipal de Cruzeiro do Sul - AC";"AC";82075;"Despesas Empenhadas";"12 - Educação";56772249,42;8730,16291250192
"58";"1200252";186;1318;"1200252";1504;"Prefeitura Municipal de Epitaciolândia - AC";"AC";17038;"Despesas Empenhadas";"12 - Educação";11363977,11;7555,83584441489
"59";"1200328";1933;255;"1200328";2188;"Prefeitura Municipal de Jordão - AC";"AC";7685;"Despesas Empenhadas";"12 - Educação";12885938,04;5889,36839122486
"60";"1200336";686;1595;"1200336";2281;"Prefeitura Municipal de Mâncio Lima - AC";"AC";17545;"Despesas Empenhadas";"12 - Educação";17685244,43;7753,28558965366
"61";"1200344";578;819;"1200344";1397;"Prefeitura Municipal de Manoel Urbano - AC";"AC";8765;"Despesas Empenhadas";"12 - Educação";8297833,34;5939,7518539728
"62";"1200351";3086;1685;"1200351";4771;"Prefeitura Municipal de Marechal Thaumaturgo - AC";"AC";17401;"Despesas Empenhadas";"12 - Educação";29351600,16;6152,08555019912
"63";"1200401";237;8962;"1200401";9199;"Prefeitura Municipal de Rio Branco - AC";"AC";377057;"Despesas Empenhadas";"12 - Educação";171050707,21;18594,4893151429
"64";"1200427";704;1219;"1200427";1923;"Prefeitura Municipal de Rodrigues Alves - AC";"AC";17464;"Despesas Empenhadas";"12 - Educação";19522759,13;10152,2408372335
"65";"1200450";361;1075;"1200450";1436;"Prefeitura Municipal de Senador Guiomard - AC";"AC";21369;"Despesas Empenhadas";"12 - Educação";14489644,28;10090,2815320334
"66";"1200500";1376;2616;"1200500";3992;"Prefeitura Municipal de Sena Madureira - AC";"AC";42451;"Despesas Empenhadas";"12 - Educação";25747836,73;6449,8589003006
"67";"1200609";2824;2462;"1200609";5286;"Prefeitura Municipal de Tarauacá - AC";"AC";39427;"Despesas Empenhadas";"12 - Educação";36316358,93;6870,29113318199
"68";"1200708";432;270;"1200708";702;"Prefeitura Municipal de Xapuri - AC";"AC";17894;"Despesas Empenhadas";"12 - Educação";7625949,32;10863,1756695157
"69";"1200807";247;952;"1200807";1199;"Prefeitura Municipal de Porto Acre - AC";"AC";17111;"Despesas Empenhadas";"12 - Educação";10573248,45;8818,38903252711
"70";"1300029";1304;1089;"1300029";2393;"Prefeitura Municipal de Alvarães - AM";"AM";15729;"Despesas Empenhadas";"12 - Educação";17954555,9;7502,94855829503
"71";"1300060";987;767;"1300060";1754;"Prefeitura Municipal de Amaturá - AM";"AM";11047;"Despesas Empenhadas";"12 - Educação";12682594,28;7230,66948688711
"72";"1300086";740;386;"1300086";1126;"Prefeitura Municipal de Anamã - AM";"AM";12653;"Despesas Empenhadas";"12 - Educação";9123644,56;8102,70387211368
"73";"1300102";693;800;"1300102";1493;"Prefeitura Municipal de Anori - AM";"AM";19749;"Despesas Empenhadas";"12 - Educação";13493898,75;9038,11034829203
"74";"1300144";763;615;"1300144";1378;"Prefeitura Municipal de Apuí - AM";"AM";21031;"Despesas Empenhadas";"12 - Educação";11561606,79;8390,13555152395
"75";"1300300";3041;2767;"1300300";5808;"Prefeitura Municipal de Autazes - AM";"AM";37752;"Despesas Empenhadas";"12 - Educação";36452070,13;6276,18287362259
"76";"1300409";538;1047;"1300409";1585;"Prefeitura Municipal de Barcelos - AM";"AM";27589;"Despesas Empenhadas";"12 - Educação";14631456,66;9231,20294006309
"77";"1300508";2978;2303;"1300508";5281;"Prefeitura Municipal de Barreirinha - AM";"AM";31105;"Despesas Empenhadas";"12 - Educação";40116041,01;7596,29634728271
"78";"1300607";3789;3519;"1300607";7308;"Prefeitura Municipal de Benjamin Constant - AM";"AM";40417;"Despesas Empenhadas";"12 - Educação";41776805,65;5716,58533798577
"79";"1300631";2223;1594;"1300631";3817;"Prefeitura Municipal de Beruri - AM";"AM";18579;"Despesas Empenhadas";"12 - Educação";23389997,9;6127,84854597852
"80";"1300680";1195;739;"1300680";1934;"Prefeitura Municipal de Boa Vista do Ramos - AM";"AM";18080;"Despesas Empenhadas";"12 - Educação";16663012,52;8615,82860392968
"81";"1300706";2648;1348;"1300706";3996;"Prefeitura Municipal de Boca do Acre - AM";"AM";33840;"Despesas Empenhadas";"12 - Educação";22076967,95;5524,76675425425
"82";"1300805";2850;1364;"1300805";4214;"Prefeitura Municipal de Borba - AM";"AM";39885;"Despesas Empenhadas";"12 - Educação";37415859,8;8878,94157570005
"83";"1300839";1075;623;"1300839";1698;"Prefeitura Municipal de Caapiranga - AM";"AM";12622;"Despesas Empenhadas";"12 - Educação";13658587,64;8043,92676089517
"84";"1300904";763;837;"1300904";1600;"Prefeitura Municipal de Canutama - AM";"AM";15312;"Despesas Empenhadas";"12 - Educação";10140032,11;6337,52006875
"85";"1301001";796;1910;"1301001";2706;"Prefeitura Municipal de Carauari - AM";"AM";28337;"Despesas Empenhadas";"12 - Educação";23269249,13;8599,13123798965
"86";"1301100";2587;2515;"1301100";5102;"Prefeitura Municipal de Careiro - AM";"AM";36922;"Despesas Empenhadas";"12 - Educação";33546836,32;6575,23252058016
"87";"1301159";1196;1162;"1301159";2358;"Prefeitura Municipal de Careiro da Várzea - AM";"AM";28592;"Despesas Empenhadas";"12 - Educação";19118969,74;8108,12966072943
"88";"1301209";6740;3543;"1301209";10283;"Prefeitura Municipal de Coari - AM";"AM";83929;"Despesas Empenhadas";"12 - Educação";77753808,06;7561,39337352913
"89";"1301308";1278;1011;"1301308";2289;"Prefeitura Municipal de Codajás - AM";"AM";27303;"Despesas Empenhadas";"12 - Educação";14906654,53;6512,29992573176
"90";"1301407";1019;1706;"1301407";2725;"Prefeitura Municipal de Eirunepé - AM";"AM";34461;"Despesas Empenhadas";"12 - Educação";34456260,18;12644,4991486239
"91";"1301506";1410;988;"1301506";2398;"Prefeitura Municipal de Envira - AM";"AM";19143;"Despesas Empenhadas";"12 - Educação";13722793,82;5722,5995913261
"92";"1301605";1141;2710;"1301605";3851;"Prefeitura Municipal de Fonte Boa - AM";"AM";20199;"Despesas Empenhadas";"12 - Educação";27823002,92;7224,87741365879
"93";"1301654";63;1135;"1301654";1198;"Prefeitura Municipal de Guajará - AM";"AM";16339;"Despesas Empenhadas";"12 - Educação";10592394,51;8841,73164440735
"94";"1301704";2820;3148;"1301704";5968;"Prefeitura Municipal de Humaitá - AM";"AM";52354;"Despesas Empenhadas";"12 - Educação";36986651,83;6197,49527982574
"95";"1301803";647;1392;"1301803";2039;"Prefeitura Municipal de Ipixuna - AM";"AM";28299;"Despesas Empenhadas";"12 - Educação";15507183,69;7605,2887150564
"96";"1301852";4162;4828;"1301852";8990;"Prefeitura Municipal de Iranduba - AM";"AM";46703;"Despesas Empenhadas";"12 - Educação";53284790,46;5927,11795995551
"97";"1301902";5436;7441;"1301902";12877;"Prefeitura Municipal de Itacoatiara - AM";"AM";98503;"Despesas Empenhadas";"12 - Educação";82384794,56;6397,8251580337
"98";"1301951";772;667;"1301951";1439;"Prefeitura Municipal de Itamarati - AM";"AM";8153;"Despesas Empenhadas";"12 - Educação";13400237,59;9312,18734537874
"99";"1302009";438;527;"1302009";965;"Prefeitura Municipal de Itapiranga - AM";"AM";9040;"Despesas Empenhadas";"12 - Educação";9472555,58;9816,11977202073
"100";"1302108";583;798;"1302108";1381;"Prefeitura Municipal de Japurá - AM";"AM";4660;"Despesas Empenhadas";"12 - Educação";15628710,19;11316,951622013
"101";"1302207";635;706;"1302207";1341;"Prefeitura Municipal de Juruá - AM";"AM";13581;"Despesas Empenhadas";"12 - Educação";14871288,79;11089,7008128262
"102";"1302306";1708;2066;"1302306";3774;"Prefeitura Municipal de Jutaí - AM";"AM";16200;"Despesas Empenhadas";"12 - Educação";31274468,71;8286,82265765766
"103";"1302405";3910;2153;"1302405";6063;"Prefeitura Municipal de Lábrea - AM";"AM";44071;"Despesas Empenhadas";"12 - Educação";37793440,86;6233,45552696685
"104";"1302504";4915;5634;"1302504";10549;"Prefeitura Municipal de Manacapuru - AM";"AM";95330;"Despesas Empenhadas";"12 - Educação";70682967,88;6700,44249502322
"105";"1302553";1869;1082;"1302553";2951;"Prefeitura Municipal de Manaquiri - AM";"AM";29327;"Despesas Empenhadas";"12 - Educação";21479691,23;7278,78388004066
"106";"1302603";57722;111231;"1302603";168953;"Prefeitura Municipal de Manaus - AM";"AM";2094391;"Despesas Empenhadas";"12 - Educação";1313410718,67;7773,82300799631
"107";"1302702";3459;2152;"1302702";5611;"Prefeitura Municipal de Manicoré - AM";"AM";53890;"Despesas Empenhadas";"12 - Educação";38705766,07;6898,19391730529
"108";"1302801";1986;1017;"1302801";3003;"Prefeitura Municipal de Maraã - AM";"AM";18477;"Despesas Empenhadas";"12 - Educação";24553911,31;8176,46064269064
"109";"1302900";7165;2804;"1302900";9969;"Prefeitura Municipal de Maués - AM";"AM";61110;"Despesas Empenhadas";"12 - Educação";52313175,89;5247,58510281874
"110";"1303007";1977;526;"1303007";2503;"Prefeitura Municipal de Nhamundá - AM";"AM";20633;"Despesas Empenhadas";"12 - Educação";14478118,98;5784,30642429085
"111";"1303106";2708;1235;"1303106";3943;"Prefeitura Municipal de Nova Olinda do Norte - AM";"AM";35800;"Despesas Empenhadas";"12 - Educação";28078872,55;7121,19516865331
"112";"1303205";825;1157;"1303205";1982;"Prefeitura Municipal de Novo Airão - AM";"AM";18133;"Despesas Empenhadas";"12 - Educação";13170502,18;6645,05659939455
"113";"1303304";835;776;"1303304";1611;"Prefeitura Municipal de Novo Aripuanã - AM";"AM";24718;"Despesas Empenhadas";"12 - Educação";13994839,16;8687,05099937927
"114";"1303403";5884;5274;"1303403";11158;"Prefeitura Municipal de Parintins - AM";"AM";112716;"Despesas Empenhadas";"12 - Educação";82498876,63;7393,69749327837
"115";"1303502";1448;1274;"1303502";2722;"Prefeitura Municipal de Pauini - AM";"AM";19488;"Despesas Empenhadas";"12 - Educação";17116945,79;6288,37097354886
"116";"1303536";2437;3458;"1303536";5895;"Prefeitura Municipal de Presidente Figueiredo - AM";"AM";33703;"Despesas Empenhadas";"12 - Educação";55420569,89;9401,28412044105
"117";"1303569";1788;2248;"1303569";4036;"Prefeitura Municipal de Rio Preto da Eva - AM";"AM";31274;"Despesas Empenhadas";"12 - Educação";27526709,59;6820,29474479683
"118";"1303601";762;382;"1303601";1144;"Prefeitura Municipal de Santa Isabel do Rio Negro - AM";"AM";23092;"Despesas Empenhadas";"12 - Educação";12773574,15;11165,7116695804
"119";"1303700";818;2772;"1303700";3590;"Prefeitura Municipal de Santo Antônio do Içá - AM";"AM";23378;"Despesas Empenhadas";"12 - Educação";28547505,35;7951,95135097493
"120";"1303809";3680;901;"1303809";4581;"Prefeitura Municipal de São Gabriel da Cachoeira - AM";"AM";43831;"Despesas Empenhadas";"12 - Educação";46718863,27;10198,3984435713
"121";"1303908";1753;2783;"1303908";4536;"Prefeitura Municipal de São Paulo de Olivença - AM";"AM";37300;"Despesas Empenhadas";"12 - Educação";38025625,82;8383,07447530864
"122";"1303957";298;634;"1303957";932;"Prefeitura Municipal de São Sebastião do Uatumã - AM";"AM";13105;"Despesas Empenhadas";"12 - Educação";8116488,39;8708,67853004292
"123";"1304005";1012;737;"1304005";1749;"Prefeitura Municipal de Silves - AM";"AM";9147;"Despesas Empenhadas";"12 - Educação";11012017,82;6296,17942824471
"124";"1304062";4176;4836;"1304062";9012;"Prefeitura Municipal de Tabatinga - AM";"AM";62346;"Despesas Empenhadas";"12 - Educação";56969910,21;6321,56127496671
"125";"1304104";1232;814;"1304104";2046;"Prefeitura Municipal de Tapauá - AM";"AM";18039;"Despesas Empenhadas";"12 - Educação";19218341,48;9393,12877810362
"126";"1304203";3651;5349;"1304203";9000;"Prefeitura Municipal de Tefé - AM";"AM";62230;"Despesas Empenhadas";"12 - Educação";65637011,12;7293,00123555556
"127";"1304237";1331;1418;"1304237";2749;"Prefeitura Municipal de Tonantins - AM";"AM";18632;"Despesas Empenhadas";"12 - Educação";21292620,18;7745,58755183703
"128";"1304260";751;1228;"1304260";1979;"Prefeitura Municipal de Uarini - AM";"AM";13276;"Despesas Empenhadas";"12 - Educação";15625324,39;7895,56563415867
"129";"1304302";1053;1067;"1304302";2120;"Prefeitura Municipal de Urucará - AM";"AM";17065;"Despesas Empenhadas";"12 - Educação";15022712,59;7086,18518396226
"130";"1304401";791;812;"1304401";1603;"Prefeitura Municipal de Urucurituba - AM";"AM";21650;"Despesas Empenhadas";"12 - Educação";16724189,06;10433,0561821585
"131";"1400050";28;779;"1400050";807;"Prefeitura Municipal de Alto Alegre - RR";"RR";16053;"Despesas Empenhadas";"12 - Educação";10594742,93;13128,5538166047
"132";"1400100";361;24862;"1400100";25223;"Prefeitura Municipal de Boa Vista - RR";"RR";326419;"Despesas Empenhadas";"12 - Educação";284239071,9;11269,04301233
"133";"1400159";549;1306;"1400159";1855;"Prefeitura Municipal de Bonfim - RR";"RR";11843;"Despesas Empenhadas";"12 - Educação";17077871,23;9206,39958490566
"134";"1400175";440;1018;"1400175";1458;"Prefeitura Municipal de Cantá - RR";"RR";16516;"Despesas Empenhadas";"12 - Educação";15173152,46;10406,8261042524
"135";"1400209";355;1821;"1400209";2176;"Prefeitura Municipal de Caracaraí - RR";"RR";20537;"Despesas Empenhadas";"12 - Educação";22480124,27;10330,9394623162
"136";"1400233";141;744;"1400233";885;"Prefeitura Municipal de Caroebe - RR";"RR";9331;"Despesas Empenhadas";"12 - Educação";8056291,67;9103,15442937853
"137";"1400282";27;728;"1400282";755;"Prefeitura Municipal de Iracema - RR";"RR";10592;"Despesas Empenhadas";"12 - Educação";8349293,65;11058,6670860927
"138";"1400308";160;1526;"1400308";1686;"Prefeitura Municipal de Mucajaí - RR";"RR";16618;"Despesas Empenhadas";"12 - Educação";12971211,82;7693,48269276394
"139";"1400456";202;839;"1400456";1041;"Prefeitura Municipal de Pacaraima - RR";"RR";12144;"Despesas Empenhadas";"12 - Educação";10851207,1;10423,830067243
"140";"1400472";294;2680;"1400472";2974;"Prefeitura Municipal de Rorainópolis - RR";"RR";27756;"Despesas Empenhadas";"12 - Educação";27022999,36;9086,4153866846
"141";"1400704";212;364;"1400704";576;"Prefeitura Municipal de Uiramutã - RR";"RR";9664;"Despesas Empenhadas";"12 - Educação";8168398,17;14181,2468229167
"142";"1500107";4144;10193;"1500107";14337;"Prefeitura Municipal de Abaetetuba - PA";"PA";151934;"Despesas Empenhadas";"12 - Educação";115865315,86;8081,55931226895
"143";"1500131";582;700;"1500131";1282;"Prefeitura Municipal de Abel Figueiredo - PA";"PA";7179;"Despesas Empenhadas";"12 - Educação";10323218,46;8052,43249609984
"144";"1500206";7489;4864;"1500206";12353;"Prefeitura Municipal de Acará - PA";"PA";54080;"Despesas Empenhadas";"12 - Educação";90676061,69;7340,40813486602
"145";"1500305";6734;3113;"1500305";9847;"Prefeitura Municipal de Afuá - PA";"PA";37778;"Despesas Empenhadas";"12 - Educação";67856109,08;6891,04387935412
"146";"1500347";1025;1078;"1500347";2103;"Prefeitura Municipal de Água Azul do Norte - PA";"PA";26497;"Despesas Empenhadas";"12 - Educação";14345354,85;6821,37653352354
"147";"1500404";5130;4871;"1500404";10001;"Prefeitura Municipal de Alenquer - PA";"PA";54960;"Despesas Empenhadas";"12 - Educação";59310465,25;5930,45347965203
"148";"1500503";3774;4067;"1500503";7841;"Prefeitura Municipal de Almeirim - PA";"PA";33282;"Despesas Empenhadas";"12 - Educação";44204888,08;5637,65949241168
"149";"1500701";4926;2897;"1500701";7823;"Prefeitura Municipal de Anajás - PA";"PA";28012;"Despesas Empenhadas";"12 - Educação";41219379,84;5268,9990847501
"150";"1500800";8790;18641;"1500800";27431;"Prefeitura Municipal de Ananindeua - PA";"PA";510834;"Despesas Empenhadas";"12 - Educação";162564859,72;5926,31911778645
"151";"1500859";3868;2814;"1500859";6682;"Prefeitura Municipal de Anapu - PA";"PA";26271;"Despesas Empenhadas";"12 - Educação";34961301,21;5232,16121071536
"152";"1500909";5102;4875;"1500909";9977;"Prefeitura Municipal de Augusto Corrêa - PA";"PA";44227;"Despesas Empenhadas";"12 - Educação";66544293,39;6669,76980956199
"153";"1500958";2365;1863;"1500958";4228;"Prefeitura Municipal de Aurora do Pará - PA";"PA";29991;"Despesas Empenhadas";"12 - Educação";36388330,49;8606,51146877956
"154";"1501006";1782;800;"1501006";2582;"Prefeitura Municipal de Aveiro - PA";"PA";15950;"Despesas Empenhadas";"12 - Educação";17113970,74;6628,18386522076
"155";"1501204";3239;3084;"1501204";6323;"Prefeitura Municipal de Baião - PA";"PA";44956;"Despesas Empenhadas";"12 - Educação";41051151,54;6492,35355685592
"156";"1501253";300;380;"1501253";680;"Prefeitura Municipal de Bannach - PA";"PA";3233;"Despesas Empenhadas";"12 - Educação";5794982,5;8522,03308823529
"157";"1501303";7099;8760;"1501303";15859;"Prefeitura Municipal de Barcarena - PA";"PA";118537;"Despesas Empenhadas";"12 - Educação";127574387,26;8044,28950501293
"158";"1501402";11687;30272;"1501402";41959;"Prefeitura Municipal de Belém - PA";"PA";1446042;"Despesas Empenhadas";"12 - Educação";444931949,81;10603,9693465049
"159";"1501451";2326;1293;"1501451";3619;"Prefeitura Municipal de Belterra - PA";"PA";17145;"Despesas Empenhadas";"12 - Educação";18928148,61;5230,2151450677
"160";"1501501";1582;4864;"1501501";6446;"Prefeitura Municipal de Benevides - PA";"PA";59836;"Despesas Empenhadas";"12 - Educação";48976012,96;7597,89217499224
"161";"1501576";1173;1026;"1501576";2199;"Prefeitura Municipal de Bom Jesus do Tocantins - PA";"PA";16375;"Despesas Empenhadas";"12 - Educação";14720824,71;6694,32683492497
"162";"1501600";313;739;"1501600";1052;"Prefeitura Municipal de Bonito - PA";"PA";15563;"Despesas Empenhadas";"12 - Educação";9761129;9278,6397338403
"163";"1501709";5277;8350;"1501709";13627;"Prefeitura Municipal de Bragança - PA";"PA";122881;"Despesas Empenhadas";"12 - Educação";86709487,1;6363,06502531738
"164";"1501725";1733;1308;"1501725";3041;"Prefeitura Municipal de Brasil Novo - PA";"PA";14834;"Despesas Empenhadas";"12 - Educação";18274963,72;6009,52440644525
